0,1,2,3,4,5,6,7,8,9,10,11,12,target
0.6000000000000001,0.25,0.4,0.023866348448687333,0.411392405063291,0.5307443365695794,0.2592592592592591,1.0,1.0,0.25,0.44466600199401796,0.13766730401529642,0.18000000000000005,0.001560468140442136
0.5,0.25,0.4,0.02267303102625297,0.2594936708860759,0.5501618122977348,0.4444444444444442,1.0,1.0,0.25,0.3250249252243269,0.15105162523900578,0.20363636363636362,0.001560468140442136
0.30000000000000004,0.0,0.2,0.0,0.11392405063291133,0.504854368932039,0.2592592592592591,0.0,0.0,0.46428571428571425,0.06679960119641071,0.23613766730401525,0.28727272727272724,0.15864759427828348
0.8,1.0,0.4,0.0011933174224343646,0.22151898734177222,0.7540453074433662,0.5555555555555554,0.0,1.0,0.5,0.1615154536390827,0.06022944550669218,0.15090909090909088,0.053055916775032505
0.5,0.25,1.0,0.0,0.28481012658227844,0.4433656957928802,0.22222222222222232,0.0,1.0,0.42857142857142855,0.300099700897308,0.115678776290631,0.12545454545454549,0.09492847854356307
0.4,0.25,0.4,0.011933174224343687,0.6455696202531646,0.49514563106796117,0.37037037037037024,0.0,0.0,0.21428571428571427,0.5812562313060816,0.09942638623326966,0.12363636363636366,0.0023407022106632022
0.5,0.75,0.6000000000000001,0.0011933174224343646,0.2531645569620252,0.5469255663430423,0.4444444444444442,0.0,1.0,0.2857142857142857,0.2701894317048853,0.11663479923518166,0.15999999999999992,0.09024707412223668
0.5,0.5,0.6000000000000001,0.0011933174224343646,0.2911392405063291,0.5016181229773464,0.2962962962962963,0.0,0.0,0.21428571428571427,0.30309072781655033,0.11472275334608034,0.14363636363636367,0.09362808842652796
0.7000000000000001,1.0,0.4,0.0,0.0,0.889967637540453,0.7777777777777777,1.0,0.5,0.3214285714285714,0.032901296111665035,0.1032504780114723,0.25090909090909086,0.04161248374512354
0.8,1.0,0.4,0.007159904534606201,0.07594936708860767,0.7572815533980586,0.5555555555555554,0.0,1.0,0.21428571428571427,0.08973080757726815,0.09464627151051624,0.19818181818181813,0.06866059817945384
0.5,0.0,0.8,0.0011933174224343646,0.33544303797468356,0.3980582524271845,0.4814814814814814,0.0,1.0,0.25,0.35194416749750757,0.1233269598470364,0.12,0.016905071521456438
0.7000000000000001,0.25,0.4,0.009546539379474958,0.012658227848101222,0.7702265372168287,0.6666666666666665,0.0,0.0,0.14285714285714285,0.046859421734795625,0.1080305927342256,0.21999999999999997,0.001560468140442136
0.6000000000000001,0.25,0.4,0.008353221957040594,0.4810126582278481,0.4530744336569581,0.40740740740740744,0.0,0.0,0.21428571428571427,0.46460618145563304,0.11185468451242836,0.12545454545454549,0.0018205461638491557
0.6000000000000001,0.5,0.6000000000000001,0.0011933174224343646,0.35443037974683544,0.43042071197411014,0.18518518518518512,0.0,0.0,0.46428571428571425,0.34995014955134585,0.1108986615678777,0.11636363636363634,0.08608582574772432
0.8,0.75,0.6000000000000001,0.0011933174224343646,0.18354430379746833,0.7055016181229778,0.6296296296296293,0.0,1.0,0.5714285714285714,0.13659022931206377,0.06405353728489482,0.14181818181818184,0.0517555266579974
0.7000000000000001,0.25,1.0,0.002386634844868743,0.006329113924050667,0.7928802588996764,0.7037037037037037,0.0,1.0,0.21428571428571427,0.03389830508474567,0.10133843212237098,0.21818181818181825,0.0031209362808842685
0.7000000000000001,1.0,0.4,0.0,0.0,0.8673139158576053,0.7777777777777777,0.0,1.0,0.46428571428571425,0.012961116650049842,0.0831739961759082,0.2163636363636363,0.0031209362808842685
0.8,1.0,1.0,0.0011933174224343646,0.240506329113924,0.7281553398058251,0.4814814814814814,0.0,0.0,0.21428571428571427,0.17248255234297105,0.05449330783938816,0.13818181818181818,0.0031209362808842685
